brand,Name,Price
ALBAR,ARROZ ESTÁNDAR 2500G,$ 9.650
ALBAR,ARROZ ECONÓMICO 2000 GRS,$ 7.000
ALBAR,ARROZ ECONÓMICO 454 GRS,$ 1.600
ALBAR,ARROZ PREMIUM 1000 GRS,$ 4.700
ALBAR,ARROZ PREMIUM 2500 G,$ 11.750
FIOCCO,ARROZ ACHOCOLATADO FIOCCO 320 G,$ 5.450
DIANA,ARROZ INTEGRAL DIANA 1.000 G,$ 4.500
DIANA,ARROZ SABOR A COCO DIANA 1.000 G,$ 6.300
